document_id,scenario_type,variant,language,contains_personal_data,entity_types,recommended_split,difficulty,edge_case,challenge_category,scenario_seed,row_seed
SYN-EXPENSE_REPORT-0051,expense_report,filled_a,de,yes,PERSON;IBAN_CODE,test,easy,False,none,3042,30420051
SYN-EXPENSE_REPORT-0052,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420052
SYN-EXPENSE_REPORT-0053,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420053
SYN-EXPENSE_REPORT-0054,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420054
SYN-EXPENSE_REPORT-0055,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420055
SYN-EXPENSE_REPORT-0056,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420056
SYN-EXPENSE_REPORT-0057,expense_report,filled_a,en,no,,test,easy,False,none,3042,30420057
SYN-EXPENSE_REPORT-0058,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420058
SYN-EXPENSE_REPORT-0059,expense_report,filled_a,de,yes,PERSON;IBAN_CODE,train,easy,False,none,3042,30420059
SYN-EXPENSE_REPORT-0060,expense_report,filled_b,de,yes,PERSON;PHONE_NUMBER,train,easy,False,none,3042,30420060
SYN-EXPENSE_REPORT-0061,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420061
SYN-EXPENSE_REPORT-0062,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420062
SYN-EXPENSE_REPORT-0063,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420063
SYN-EXPENSE_REPORT-0064,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420064
SYN-EXPENSE_REPORT-0065,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420065
SYN-EXPENSE_REPORT-0066,expense_report,filled_b,en,yes,PERSON;IBAN_CODE,train,easy,False,none,3042,30420066
SYN-EXPENSE_REPORT-0067,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420067
SYN-EXPENSE_REPORT-0068,expense_report,filled_a,en,no,,validation,easy,False,none,3042,30420068
SYN-EXPENSE_REPORT-0069,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420069
SYN-EXPENSE_REPORT-0070,expense_report,blank,de,no,,train,easy,False,none,3042,30420070
SYN-EXPENSE_REPORT-0071,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420071
SYN-EXPENSE_REPORT-0072,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420072
SYN-EXPENSE_REPORT-0073,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420073
SYN-EXPENSE_REPORT-0074,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420074
SYN-EXPENSE_REPORT-0075,expense_report,blank,en,no,,train,easy,False,none,3042,30420075
SYN-EXPENSE_REPORT-0076,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420076
SYN-EXPENSE_REPORT-0077,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420077
SYN-EXPENSE_REPORT-0078,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420078
SYN-EXPENSE_REPORT-0079,expense_report,filled_b,en,no,,test,easy,False,none,3042,30420079
SYN-EXPENSE_REPORT-0080,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420080
SYN-EXPENSE_REPORT-0081,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420081
SYN-EXPENSE_REPORT-0082,expense_report,filled_b,en,yes,PERSON;CREDIT_CARD,train,easy,False,none,3042,30420082
SYN-EXPENSE_REPORT-0083,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420083
SYN-EXPENSE_REPORT-0084,expense_report,filled_a,en,no,,validation,easy,False,none,3042,30420084
SYN-EXPENSE_REPORT-0085,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420085
SYN-EXPENSE_REPORT-0086,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420086
SYN-EXPENSE_REPORT-0087,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420087
SYN-EXPENSE_REPORT-0088,expense_report,filled_a,de,yes,PERSON;CREDIT_CARD,validation,easy,False,none,3042,30420088
SYN-EXPENSE_REPORT-0089,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420089
SYN-EXPENSE_REPORT-0090,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420090
SYN-EXPENSE_REPORT-0091,expense_report,filled_a,en,no,,validation,easy,False,none,3042,30420091
SYN-EXPENSE_REPORT-0092,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420092
SYN-EXPENSE_REPORT-0093,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420093
SYN-EXPENSE_REPORT-0094,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420094
SYN-EXPENSE_REPORT-0095,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420095
SYN-EXPENSE_REPORT-0096,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420096
SYN-EXPENSE_REPORT-0097,expense_report,filled_b,en,no,,test,easy,False,none,3042,30420097
SYN-EXPENSE_REPORT-0098,expense_report,filled_a,de,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,3042,30420098
SYN-EXPENSE_REPORT-0099,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420099
SYN-EXPENSE_REPORT-0100,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420100
SYN-EXPENSE_REPORT-0101,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420101
SYN-EXPENSE_REPORT-0102,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420102
SYN-EXPENSE_REPORT-0103,expense_report,filled_b,de,yes,PERSON;IBAN_CODE,test,easy,False,none,3042,30420103
SYN-EXPENSE_REPORT-0104,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420104
SYN-EXPENSE_REPORT-0105,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420105
SYN-EXPENSE_REPORT-0106,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420106
SYN-EXPENSE_REPORT-0107,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420107
SYN-EXPENSE_REPORT-0108,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420108
SYN-EXPENSE_REPORT-0109,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420109
SYN-EXPENSE_REPORT-0110,expense_report,filled_b,de,yes,PERSON;PHONE_NUMBER,test,easy,False,none,3042,30420110
SYN-EXPENSE_REPORT-0111,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420111
SYN-EXPENSE_REPORT-0112,expense_report,blank,en,no,,train,easy,False,none,3042,30420112
SYN-EXPENSE_REPORT-0113,expense_report,filled_b,de,no,,test,easy,False,none,3042,30420113
SYN-EXPENSE_REPORT-0114,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420114
SYN-EXPENSE_REPORT-0115,expense_report,filled_a,en,no,,validation,easy,False,none,3042,30420115
SYN-EXPENSE_REPORT-0116,expense_report,filled_a,de,no,,test,easy,False,none,3042,30420116
SYN-EXPENSE_REPORT-0117,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420117
SYN-EXPENSE_REPORT-0118,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420118
SYN-EXPENSE_REPORT-0119,expense_report,filled_a,de,no,,validation,easy,False,none,3042,30420119
SYN-EXPENSE_REPORT-0120,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420120
SYN-EXPENSE_REPORT-0121,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420121
SYN-EXPENSE_REPORT-0122,expense_report,blank,en,no,,test,easy,False,none,3042,30420122
SYN-EXPENSE_REPORT-0123,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420123
SYN-EXPENSE_REPORT-0124,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420124
SYN-EXPENSE_REPORT-0125,expense_report,filled_b,de,no,,test,easy,False,none,3042,30420125
SYN-EXPENSE_REPORT-0126,expense_report,filled_a,de,no,,test,easy,False,none,3042,30420126
SYN-EXPENSE_REPORT-0127,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420127
SYN-EXPENSE_REPORT-0128,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420128
SYN-EXPENSE_REPORT-0129,expense_report,filled_b,de,yes,PERSON;PHONE_NUMBER,train,easy,False,none,3042,30420129
SYN-EXPENSE_REPORT-0130,expense_report,filled_b,de,yes,PERSON;IBAN_CODE,train,easy,False,none,3042,30420130
SYN-EXPENSE_REPORT-0131,expense_report,filled_a,en,no,,test,easy,False,none,3042,30420131
SYN-EXPENSE_REPORT-0132,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420132
SYN-EXPENSE_REPORT-0133,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420133
SYN-EXPENSE_REPORT-0134,expense_report,filled_a,en,no,,test,easy,False,none,3042,30420134
SYN-EXPENSE_REPORT-0135,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420135
SYN-EXPENSE_REPORT-0136,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420136
SYN-EXPENSE_REPORT-0137,expense_report,filled_a,en,no,,test,easy,False,none,3042,30420137
SYN-EXPENSE_REPORT-0138,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420138
SYN-EXPENSE_REPORT-0139,expense_report,filled_a,en,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,3042,30420139
SYN-EXPENSE_REPORT-0140,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420140
SYN-EXPENSE_REPORT-0141,expense_report,filled_a,en,yes,PERSON;IBAN_CODE,train,easy,False,none,3042,30420141
SYN-EXPENSE_REPORT-0142,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420142
SYN-EXPENSE_REPORT-0143,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420143
SYN-EXPENSE_REPORT-0144,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420144
SYN-EXPENSE_REPORT-0145,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420145
SYN-EXPENSE_REPORT-0146,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420146
SYN-EXPENSE_REPORT-0147,expense_report,filled_b,de,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,3042,30420147
SYN-EXPENSE_REPORT-0148,expense_report,filled_b,de,yes,PERSON,validation,easy,False,none,3042,30420148
SYN-EXPENSE_REPORT-0149,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420149
SYN-EXPENSE_REPORT-0150,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420150
SYN-EXPENSE_REPORT-0151,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420151
SYN-EXPENSE_REPORT-0152,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420152
SYN-EXPENSE_REPORT-0153,expense_report,filled_a,de,no,,test,easy,False,none,3042,30420153
SYN-EXPENSE_REPORT-0154,expense_report,filled_a,de,no,,validation,easy,False,none,3042,30420154
SYN-EXPENSE_REPORT-0155,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420155
SYN-EXPENSE_REPORT-0156,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420156
SYN-EXPENSE_REPORT-0157,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420157
SYN-EXPENSE_REPORT-0158,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420158
SYN-EXPENSE_REPORT-0159,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420159
SYN-EXPENSE_REPORT-0160,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420160
SYN-EXPENSE_REPORT-0161,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420161
SYN-EXPENSE_REPORT-0162,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420162
SYN-EXPENSE_REPORT-0163,expense_report,filled_a,de,no,,test,easy,False,none,3042,30420163
SYN-EXPENSE_REPORT-0164,expense_report,filled_b,en,no,,test,easy,False,none,3042,30420164
SYN-EXPENSE_REPORT-0165,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420165
SYN-EXPENSE_REPORT-0166,expense_report,filled_a,en,yes,PERSON;PHONE_NUMBER,train,easy,False,none,3042,30420166
SYN-EXPENSE_REPORT-0167,expense_report,filled_a,en,yes,PERSON;PHONE_NUMBER,validation,easy,False,none,3042,30420167
SYN-EXPENSE_REPORT-0168,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420168
SYN-EXPENSE_REPORT-0169,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420169
SYN-EXPENSE_REPORT-0170,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420170
SYN-EXPENSE_REPORT-0171,expense_report,blank,de,no,,test,easy,False,none,3042,30420171
SYN-EXPENSE_REPORT-0172,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420172
SYN-EXPENSE_REPORT-0173,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420173
SYN-EXPENSE_REPORT-0174,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420174
SYN-EXPENSE_REPORT-0175,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420175
SYN-EXPENSE_REPORT-0176,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420176
SYN-EXPENSE_REPORT-0177,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420177
SYN-EXPENSE_REPORT-0178,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420178
SYN-EXPENSE_REPORT-0179,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420179
SYN-EXPENSE_REPORT-0180,expense_report,filled_b,en,yes,PERSON;EMAIL_ADDRESS,validation,easy,False,none,3042,30420180
SYN-EXPENSE_REPORT-0181,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420181
SYN-EXPENSE_REPORT-0182,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420182
SYN-EXPENSE_REPORT-0183,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420183
SYN-EXPENSE_REPORT-0184,expense_report,filled_a,en,yes,PERSON;CREDIT_CARD,validation,easy,False,none,3042,30420184
SYN-EXPENSE_REPORT-0185,expense_report,filled_a,en,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,3042,30420185
SYN-EXPENSE_REPORT-0186,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420186
SYN-EXPENSE_REPORT-0187,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420187
SYN-EXPENSE_REPORT-0188,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420188
SYN-EXPENSE_REPORT-0189,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420189
SYN-EXPENSE_REPORT-0190,expense_report,filled_b,en,no,,test,easy,False,none,3042,30420190
SYN-EXPENSE_REPORT-0191,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420191
SYN-EXPENSE_REPORT-0192,expense_report,filled_a,en,no,,test,easy,False,none,3042,30420192
SYN-EXPENSE_REPORT-0193,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420193
SYN-EXPENSE_REPORT-0194,expense_report,filled_b,de,no,,test,easy,False,none,3042,30420194
SYN-EXPENSE_REPORT-0195,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420195
SYN-EXPENSE_REPORT-0196,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420196
SYN-EXPENSE_REPORT-0197,expense_report,filled_a,en,no,,validation,easy,False,none,3042,30420197
SYN-EXPENSE_REPORT-0198,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420198
SYN-EXPENSE_REPORT-0199,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420199
SYN-EXPENSE_REPORT-0200,expense_report,filled_a,de,yes,PERSON,train,easy,False,none,3042,30420200
SYN-EXPENSE_REPORT-0201,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420201
SYN-EXPENSE_REPORT-0202,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420202
SYN-EXPENSE_REPORT-0203,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420203
SYN-EXPENSE_REPORT-0204,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420204
SYN-EXPENSE_REPORT-0205,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420205
SYN-EXPENSE_REPORT-0206,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420206
SYN-EXPENSE_REPORT-0207,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420207
SYN-EXPENSE_REPORT-0208,expense_report,filled_a,en,yes,PERSON;EMAIL_ADDRESS,test,easy,False,none,3042,30420208
SYN-EXPENSE_REPORT-0209,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420209
SYN-EXPENSE_REPORT-0210,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420210
SYN-EXPENSE_REPORT-0211,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420211
SYN-EXPENSE_REPORT-0212,expense_report,filled_b,de,no,,test,easy,False,none,3042,30420212
SYN-EXPENSE_REPORT-0213,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420213
SYN-EXPENSE_REPORT-0214,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420214
SYN-EXPENSE_REPORT-0215,expense_report,filled_a,de,yes,PERSON;IBAN_CODE,validation,easy,False,none,3042,30420215
SYN-EXPENSE_REPORT-0216,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420216
SYN-EXPENSE_REPORT-0217,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420217
SYN-EXPENSE_REPORT-0218,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420218
SYN-EXPENSE_REPORT-0219,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420219
SYN-EXPENSE_REPORT-0220,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420220
SYN-EXPENSE_REPORT-0221,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420221
SYN-EXPENSE_REPORT-0222,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420222
SYN-EXPENSE_REPORT-0223,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420223
SYN-EXPENSE_REPORT-0224,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420224
SYN-EXPENSE_REPORT-0225,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420225
SYN-EXPENSE_REPORT-0226,expense_report,filled_a,en,no,,test,easy,False,none,3042,30420226
SYN-EXPENSE_REPORT-0227,expense_report,filled_a,de,no,,test,easy,False,none,3042,30420227
SYN-EXPENSE_REPORT-0228,expense_report,filled_a,en,no,,validation,easy,False,none,3042,30420228
SYN-EXPENSE_REPORT-0229,expense_report,filled_b,en,no,,validation,easy,False,none,3042,30420229
SYN-EXPENSE_REPORT-0230,expense_report,filled_a,de,yes,PERSON;CREDIT_CARD,train,easy,False,none,3042,30420230
SYN-EXPENSE_REPORT-0231,expense_report,filled_b,en,no,,test,easy,False,none,3042,30420231
SYN-EXPENSE_REPORT-0232,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420232
SYN-EXPENSE_REPORT-0233,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420233
SYN-EXPENSE_REPORT-0234,expense_report,filled_b,de,no,,validation,easy,False,none,3042,30420234
SYN-EXPENSE_REPORT-0235,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420235
SYN-EXPENSE_REPORT-0236,expense_report,filled_b,en,no,,test,easy,False,none,3042,30420236
SYN-EXPENSE_REPORT-0237,expense_report,filled_b,en,no,,train,easy,False,none,3042,30420237
SYN-EXPENSE_REPORT-0238,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420238
SYN-EXPENSE_REPORT-0239,expense_report,filled_a,en,no,,train,easy,False,none,3042,30420239
SYN-EXPENSE_REPORT-0240,expense_report,filled_b,de,no,,test,easy,False,none,3042,30420240
SYN-EXPENSE_REPORT-0241,expense_report,filled_a,de,no,,validation,easy,False,none,3042,30420241
SYN-EXPENSE_REPORT-0242,expense_report,filled_a,de,no,,test,easy,False,none,3042,30420242
SYN-EXPENSE_REPORT-0243,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420243
SYN-EXPENSE_REPORT-0244,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420244
SYN-EXPENSE_REPORT-0245,expense_report,filled_b,en,yes,PERSON;PHONE_NUMBER,train,easy,False,none,3042,30420245
SYN-EXPENSE_REPORT-0246,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420246
SYN-EXPENSE_REPORT-0247,expense_report,filled_b,de,no,,train,easy,False,none,3042,30420247
SYN-EXPENSE_REPORT-0248,expense_report,filled_b,en,yes,PERSON,train,easy,False,none,3042,30420248
SYN-EXPENSE_REPORT-0249,expense_report,blank,de,no,,train,easy,False,none,3042,30420249
SYN-EXPENSE_REPORT-0250,expense_report,filled_a,de,no,,train,easy,False,none,3042,30420250
SYN-GENERAL_DOCUMENT-0001,general_document,policy_note,de,no,,test,easy,False,none,4042,40420001
SYN-GENERAL_DOCUMENT-0002,general_document,project_update,en,no,,train,easy,False,none,4042,40420002
SYN-GENERAL_DOCUMENT-0003,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420003
SYN-GENERAL_DOCUMENT-0004,general_document,internal_memo,en,no,,train,easy,False,none,4042,40420004
SYN-GENERAL_DOCUMENT-0005,general_document,internal_memo,de,no,,test,easy,False,none,4042,40420005
SYN-GENERAL_DOCUMENT-0006,general_document,policy_note,en,yes,EMAIL_ADDRESS,test,easy,False,none,4042,40420006
SYN-GENERAL_DOCUMENT-0007,general_document,policy_note,de,no,,train,easy,False,none,4042,40420007
SYN-GENERAL_DOCUMENT-0008,general_document,internal_memo,en,no,,train,easy,False,none,4042,40420008
SYN-GENERAL_DOCUMENT-0009,general_document,project_update,en,yes,PERSON;IP_ADDRESS,train,easy,False,none,4042,40420009
SYN-GENERAL_DOCUMENT-0010,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420010
SYN-GENERAL_DOCUMENT-0011,general_document,internal_memo,en,no,,train,easy,False,none,4042,40420011
SYN-GENERAL_DOCUMENT-0012,general_document,project_update,de,no,,train,easy,False,none,4042,40420012
SYN-GENERAL_DOCUMENT-0013,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420013
SYN-GENERAL_DOCUMENT-0014,general_document,project_update,en,no,,train,easy,False,none,4042,40420014
SYN-GENERAL_DOCUMENT-0015,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420015
SYN-GENERAL_DOCUMENT-0016,general_document,policy_note,de,no,,train,easy,False,none,4042,40420016
SYN-GENERAL_DOCUMENT-0017,general_document,project_update,de,yes,PHONE_NUMBER,test,easy,False,none,4042,40420017
SYN-GENERAL_DOCUMENT-0018,general_document,project_update,de,no,,train,easy,False,none,4042,40420018
SYN-GENERAL_DOCUMENT-0019,general_document,project_update,en,no,,train,easy,False,none,4042,40420019
SYN-GENERAL_DOCUMENT-0020,general_document,policy_note,en,no,,train,easy,False,none,4042,40420020
SYN-GENERAL_DOCUMENT-0021,general_document,policy_note,de,no,,test,easy,False,none,4042,40420021
SYN-GENERAL_DOCUMENT-0022,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420022
SYN-GENERAL_DOCUMENT-0023,general_document,policy_note,en,yes,URL,train,easy,False,none,4042,40420023
SYN-GENERAL_DOCUMENT-0024,general_document,project_update,de,no,,train,easy,False,none,4042,40420024
SYN-GENERAL_DOCUMENT-0025,general_document,internal_memo,de,yes,DATE_TIME,train,easy,False,none,4042,40420025
SYN-GENERAL_DOCUMENT-0026,general_document,project_update,en,no,,train,easy,False,none,4042,40420026
SYN-GENERAL_DOCUMENT-0027,general_document,project_update,en,yes,URL,train,easy,False,none,4042,40420027
SYN-GENERAL_DOCUMENT-0028,general_document,policy_note,de,no,,validation,easy,False,none,4042,40420028
SYN-GENERAL_DOCUMENT-0029,general_document,policy_note,de,no,,train,easy,False,none,4042,40420029
SYN-GENERAL_DOCUMENT-0030,general_document,internal_memo,de,no,,validation,easy,False,none,4042,40420030
SYN-GENERAL_DOCUMENT-0031,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420031
SYN-GENERAL_DOCUMENT-0032,general_document,internal_memo,de,yes,PERSON;IP_ADDRESS,validation,easy,False,none,4042,40420032
SYN-GENERAL_DOCUMENT-0033,general_document,internal_memo,en,no,,test,easy,False,none,4042,40420033
SYN-GENERAL_DOCUMENT-0034,general_document,project_update,en,yes,PERSON,validation,easy,False,none,4042,40420034
SYN-GENERAL_DOCUMENT-0035,general_document,internal_memo,en,no,,train,easy,False,none,4042,40420035
SYN-GENERAL_DOCUMENT-0036,general_document,project_update,de,no,,train,easy,False,none,4042,40420036
SYN-GENERAL_DOCUMENT-0037,general_document,internal_memo,en,no,,test,easy,False,none,4042,40420037
SYN-GENERAL_DOCUMENT-0038,general_document,project_update,de,no,,test,easy,False,none,4042,40420038
SYN-GENERAL_DOCUMENT-0039,general_document,policy_note,en,no,,train,easy,False,none,4042,40420039
SYN-GENERAL_DOCUMENT-0040,general_document,project_update,de,no,,train,easy,False,none,4042,40420040
SYN-GENERAL_DOCUMENT-0041,general_document,policy_note,en,yes,PERSON;IP_ADDRESS,train,easy,False,none,4042,40420041
SYN-GENERAL_DOCUMENT-0042,general_document,policy_note,en,no,,validation,easy,False,none,4042,40420042
SYN-GENERAL_DOCUMENT-0043,general_document,policy_note,de,no,,train,easy,False,none,4042,40420043
SYN-GENERAL_DOCUMENT-0044,general_document,internal_memo,de,no,,test,easy,False,none,4042,40420044
SYN-GENERAL_DOCUMENT-0045,general_document,project_update,en,no,,train,easy,False,none,4042,40420045
SYN-GENERAL_DOCUMENT-0046,general_document,project_update,en,yes,PERSON,train,easy,False,none,4042,40420046
SYN-GENERAL_DOCUMENT-0047,general_document,project_update,en,no,,train,easy,False,none,4042,40420047
SYN-GENERAL_DOCUMENT-0048,general_document,internal_memo,en,yes,URL,train,easy,False,none,4042,40420048
SYN-GENERAL_DOCUMENT-0049,general_document,internal_memo,en,no,,train,easy,False,none,4042,40420049
SYN-GENERAL_DOCUMENT-0050,general_document,internal_memo,de,no,,train,easy,False,none,4042,40420050
SYN-GENERAL_DOCUMENT-0051,general_document,internal_memo,en,no,,train,easy,False,none,4042,40420051
SYN-GENERAL_DOCUMENT-0052,general_document,internal_memo,en,yes,URL,train,easy,False,none,4042,40420052
SYN-GENERAL_DOCUMENT-0053,general_document,internal_memo,en,no,,validation,easy,False,none,4042,40420053
SYN-GENERAL_DOCUMENT-0054,general_document,policy_note,de,no,,train,easy,False,none,4042,40420054
SYN-GENERAL_DOCUMENT-0055,general_document,internal_memo,de,yes,URL,train,easy,False,none,4042,40420055
SYN-GENERAL_DOCUMENT-0056,general_document,project_update,de,no,,train,easy,False,none,4042,40420056
SYN-GENERAL_DOCUMENT-0057,general_document,policy_note,en,no,,train,easy,False,none,4042,40420057
SYN-GENERAL_DOCUMENT-0058,general_document,policy_note,en,no,,test,easy,False,none,4042,40420058
SYN-GENERAL_DOCUMENT-0059,general_document,project_update,de,no,,train,easy,False,none,4042,40420059
SYN-GENERAL_DOCUMENT-0060,general_document,internal_memo,de,no,,validation,easy,False,none,4042,40420060
SYN-GENERAL_DOCUMENT-0061,general_document,internal_memo,en,no,,test,easy,False,none,4042,40420061
SYN-GENERAL_DOCUMENT-0062,general_document,policy_note,en,yes,PERSON;IP_ADDRESS,validation,easy,False,none,4042,40420062
SYN-GENERAL_DOCUMENT-0063,general_document,project_update,en,yes,URL,train,easy,False,none,4042,40420063
SYN-GENERAL_DOCUMENT-0064,general_document,internal_memo,de,yes,PERSON,train,easy,False,none,4042,40420064
SYN-GENERAL_DOCUMENT-0065,general_document,policy_note,en,no,,test,easy,False,none,4042,40420065
SYN-GENERAL_DOCUMENT-0066,general_document,project_update,en,no,,validation,easy,False,none,4042,40420066
